0.117,-7.821,1.979,0
-2.081,-5.047,3.479,1
-9.497,9.203,3.679,1
-2.541,2.651,3.534,1
-18.408,-5.665,3.337,1
12.814,4.703,3.620,1
-3.624,9.379,2.570,0
8.983,-7.496,1.619,0
-9.723,-1.547,3.194,1
12.228,-8.262,2.451,0
13.944,3.976,3.693,1
13.540,13.775,2.021,0
2.821,-2.142,1.907,0
-1.054,11.152,3.502,1
3.094,0.125,3.600,1
-2.206,2.043,3.465,1
-4.279,-5.318,1.683,0
1.144,8.726,3.482,1
-6.386,-0.603,2.206,0
-1.424,-5.538,3.289,1
-14.229,3.773,3.533,1
-2.838,-6.188,2.615,0
4.975,-3.886,1.837,0
-7.632,-5.266,2.310,0
-9.283,-7.843,3.653,1
-0.527,-20.124,2.137,0
-15.316,-0.149,3.398,1
-21.899,15.802,1.705,0
0.768,-5.828,2.190,0
9.093,-10.446,3.264,1
11.941,-5.550,1.805,0
-7.610,12.343,3.898,1
-5.226,15.004,3.088,1
2.016,30.350,3.334,1
2.424,13.578,1.671,0
7.790,4.205,1.592,0
-0.736,10.333,4.038,1
-8.108,8.757,1.854,0
0.900,4.956,1.931,0
10.401,3.550,3.608,1
-6.524,-10.760,3.697,1
-9.749,5.948,2.311,0
-4.345,7.488,3.337,1
-11.644,-2.286,4.076,1
-18.841,-9.795,2.882,1
4.289,-9.215,4.222,1
-4.598,-6.619,3.468,1
-4.865,5.700,3.975,1
-5.492,11.801,1.214,0
0.840,-10.936,2.387,0
14.668,1.448,3.527,1
2.050,4.508,3.341,1
-5.798,10.024,2.158,0
-5.862,-1.767,2.101,0
-7.937,3.827,1.939,0
9.215,-3.929,2.244,0
-4.507,0.775,3.379,1
-5.395,-20.074,3.134,1
-7.516,-2.952,3.492,1
-5.433,-4.305,3.316,1
-13.926,13.285,1.447,0
-3.531,-3.331,2.315,0
5.400,3.185,1.801,0
6.412,-6.347,1.747,0
-3.949,19.852,2.203,0
-3.410,-4.621,3.537,1
0.768,-3.172,2.378,0
-6.716,-3.564,1.481,0
-22.217,-7.934,1.726,0
0.217,4.922,2.552,0
13.552,1.167,1.818,0
-6.850,18.143,3.649,1
-11.163,-7.775,3.035,1
-15.903,7.685,2.542,0
-1.741,8.830,1.900,0
-15.482,3.211,3.620,1
3.862,1.410,1.720,0
3.748,-14.314,3.542,1
-5.233,4.123,3.114,1
-18.642,-6.364,3.966,1
2.043,0.602,2.923,1
2.757,3.061,2.209,0
7.062,8.000,2.084,0
1.577,10.682,4.066,1
0.342,21.720,1.898,0
9.938,-2.486,1.634,0
10.327,7.696,2.263,0
13.083,25.674,2.019,0
-0.005,4.620,2.564,0
-7.462,13.662,2.418,0
3.959,-16.331,2.453,0
0.432,4.493,2.460,0
4.642,-11.483,3.105,1
-16.190,9.033,3.238,1
13.806,6.400,3.873,1
9.098,2.175,3.478,1
0.584,-15.644,3.100,1
-2.146,4.141,2.093,0
8.927,4.906,2.399,0
14.569,-8.829,2.186,0
-7.174,1.627,1.883,0
-10.383,-18.346,4.067,1
0.933,20.298,3.703,1
-0.043,-0.472,3.726,1
-3.660,-9.349,3.877,1
-10.456,3.534,3.137,1
4.642,11.947,3.981,1
-13.820,-1.795,2.208,0
-19.226,-17.213,2.379,0
12.749,3.292,3.674,1
-1.519,10.552,1.721,0
3.904,-10.300,1.640,0
-5.252,-16.323,3.100,1
-10.522,7.020,1.925,0
-10.873,21.029,1.840,0
11.901,7.808,1.823,0
3.927,7.148,3.056,1
-4.225,-5.201,3.013,1
2.983,3.238,2.262,0
-8.514,-3.923,3.485,1
-0.228,12.348,2.070,0
10.355,1.409,2.972,1
11.099,-6.004,3.186,1
-1.440,4.287,3.108,1
-7.959,-0.408,2.083,0
-3.807,-17.412,2.838,1
11.470,-22.915,3.630,1
11.000,-2.567,1.708,0
-6.307,0.129,1.822,0
-11.229,-11.841,1.695,0
12.916,-10.513,3.387,1
-6.984,22.874,1.945,0
-5.163,8.361,3.618,1
8.752,8.851,3.562,1
11.326,17.361,2.927,1
-9.277,-16.898,2.989,0
-15.406,-20.269,1.950,0
-12.116,7.635,3.825,1
9.811,-13.929,2.180,0
-0.679,-7.923,3.755,1
-3.373,-13.318,1.489,0
10.785,-6.235,1.957,0
-8.639,11.341,3.067,1
-7.332,-1.098,1.735,0
-0.310,5.712,1.899,0
-1.807,-1.598,2.149,0
-16.592,-5.981,2.713,0
-8.908,-7.396,3.500,1
-16.621,8.280,3.995,1
-17.282,-23.969,3.767,1
-1.962,-3.275,3.498,1
1.061,13.351,3.967,1
0.090,-10.514,3.264,1
-14.451,0.207,3.334,1
2.216,2.089,3.539,1
6.264,5.197,2.469,0
-14.593,-5.908,1.869,0
1.664,-8.688,3.284,1
-15.252,7.611,3.413,1
3.778,13.447,3.880,1
-5.778,19.772,1.581,0
-0.246,8.818,3.537,1
-7.455,6.147,1.916,0
-12.763,-1.614,2.232,0
-14.567,-12.347,2.500,0
-2.856,-17.785,2.882,1
11.844,-5.254,3.590,1
16.158,2.729,3.617,1
-10.840,-28.917,3.316,1
-9.242,-8.842,1.709,0
-1.517,-7.105,2.415,0
-3.270,-5.991,2.305,0
-8.260,-11.808,3.884,1
-2.019,-8.305,3.722,1
-6.406,-5.393,3.459,1
-13.547,-9.950,2.029,0
4.136,-2.051,3.719,1
1.609,6.967,3.479,1
-14.464,-15.276,3.777,1
-11.513,-1.998,1.789,0
-8.928,-13.800,1.935,0
-7.731,9.892,2.234,0
20.325,-5.998,3.441,1
-0.520,-8.650,2.179,0
-0.693,9.856,1.544,0
-4.107,-7.575,3.779,1
5.939,5.664,1.946,0
6.244,-0.105,2.169,0
-5.406,0.605,3.509,1
-19.208,-2.789,2.373,0
6.437,8.354,2.313,0
-3.353,3.611,3.682,1
0.392,5.125,1.653,0
3.889,2.496,3.460,1
4.910,7.959,3.772,1
5.695,22.526,3.117,1
3.601,1.158,3.353,1
-2.889,-7.508,3.324,1
-10.006,-2.040,3.603,1
-8.005,3.268,3.626,1
10.979,-4.946,2.003,0
-0.236,1.730,3.846,1
5.146,-3.393,2.388,0
12.085,-7.764,4.133,1
-5.835,-3.717,3.825,1
-22.181,5.396,3.217,1
-2.512,-11.254,2.448,0
-22.946,3.237,3.699,1
6.508,7.136,3.262,1
16.445,5.076,1.786,0
-9.727,-6.260,2.574,0
-0.721,-14.350,3.481,1
6.200,5.720,3.176,1
2.192,-10.027,2.089,0
-2.259,-10.553,2.235,0
-5.991,-2.104,3.601,1
-0.796,-19.710,2.375,0
7.641,-2.449,3.722,1
-2.442,4.043,3.454,1
8.357,3.754,2.335,0
-0.915,5.096,2.203,0
7.905,-13.052,2.087,0
5.833,-2.128,2.318,0
-1.248,6.081,1.910,0
5.523,-9.160,1.681,0
23.029,-3.871,3.754,1
-4.275,14.073,1.808,0
-9.054,20.262,3.292,1
-6.941,-9.970,1.469,0
13.222,-1.771,3.710,1
-6.182,9.690,2.829,1
1.989,0.845,1.584,0
4.605,2.166,2.495,0
-6.183,-11.774,1.975,0
-19.561,-0.725,3.598,1
-3.969,-23.932,3.695,1
6.433,-23.129,4.029,1
-1.676,-0.833,2.284,0
-9.693,9.232,2.606,0
12.894,18.198,3.696,1
-12.381,-14.037,3.435,1
-13.650,-9.086,3.485,1
11.559,-6.347,1.851,0
18.978,-0.764,1.876,0
9.336,-16.066,1.764,0
9.288,-9.740,3.261,1
11.981,15.766,2.216,0
2.736,5.745,3.555,1
8.660,-8.184,2.379,0
-9.712,4.130,1.446,0
-4.341,8.926,2.035,0
13.488,3.726,2.344,0
-2.191,9.596,2.042,0
16.809,13.753,3.970,1
12.808,-8.952,2.308,0
5.983,1.273,3.361,1
10.399,-3.259,1.570,0
-9.566,2.336,3.615,1
-11.146,6.722,2.032,0
17.561,0.341,2.005,0
9.830,7.559,3.726,1
6.663,-16.330,3.426,1
-9.073,-11.319,1.710,0
-10.581,6.616,3.417,1
-8.736,26.862,3.196,1
17.236,1.998,3.489,1
-8.490,-17.256,3.337,1
7.302,-9.488,1.585,0
-19.932,-6.397,2.188,0
-10.030,5.551,3.184,1
1.120,0.679,3.206,1
-14.212,-1.887,3.212,1
16.841,-13.627,1.899,0
7.403,-12.379,3.625,1
-5.732,3.216,3.470,1
10.735,11.292,3.434,1
-7.720,-1.779,1.855,0
6.365,6.845,4.075,1
7.545,0.956,2.160,0
-5.364,-0.813,4.014,1
-6.611,6.526,3.132,1
11.436,11.871,2.466,0
4.181,3.989,2.373,0
-0.314,-17.029,3.001,1
-9.519,12.526,3.521,1
0.770,-8.047,3.381,1
-10.341,-1.358,2.356,0
3.180,-0.939,3.087,1
12.449,-3.485,3.297,1
13.462,16.032,2.519,0
3.110,-9.936,3.559,1
10.293,-1.250,1.958,0
16.646,-10.042,2.151,0
3.235,5.553,3.218,1
-16.817,4.276,3.465,1
18.459,-0.277,3.562,1
23.052,2.527,3.560,1
14.178,-4.123,1.534,0
26.504,-9.030,3.590,1
-8.378,12.300,1.770,0
-0.092,-8.070,1.948,0
-17.735,22.629,3.519,1
-7.333,9.040,1.634,0
-2.570,-7.706,3.327,1
-20.838,-3.058,3.347,1
6.621,3.268,3.717,1
-3.927,-1.279,3.688,1
-7.401,8.375,3.826,1
-2.740,12.200,4.176,1
17.147,2.739,3.759,1
-4.930,-0.578,2.819,1
7.945,0.920,2.535,0
-0.320,11.570,1.399,0
11.042,-15.143,3.867,1
-4.516,-9.239,1.796,0
2.900,-18.500,1.829,0
2.727,-5.054,1.655,0
7.705,13.533,2.013,0
7.828,20.366,1.848,0
-1.605,-2.237,2.156,0
-1.484,-14.918,2.817,1
1.901,8.089,3.819,1
9.311,6.098,1.583,0
-4.807,-7.351,2.424,0
-18.027,9.166,3.429,1
6.122,0.975,2.054,0
-2.357,-10.918,1.743,0
-17.400,-20.096,1.280,0
-11.210,-1.305,3.147,1
-17.462,-6.823,3.622,1
22.356,-0.215,1.571,0
-0.857,6.934,3.259,1
-2.547,-18.680,3.605,1
-0.793,-0.152,3.230,1
11.333,-2.568,3.464,1
-16.039,-5.202,3.612,1
-12.367,-14.352,3.415,1
-3.273,-1.571,1.071,0
-6.297,-12.828,3.534,1
6.937,-18.481,2.057,0
0.737,1.483,2.293,0
-11.385,-9.856,1.910,0
4.923,10.179,4.326,1
-7.121,-1.141,1.888,0
-3.801,11.205,3.096,1
-0.863,10.321,1.702,0
-5.820,-3.640,2.253,0
20.477,-5.001,4.000,1
-2.969,-1.763,1.921,0
11.284,11.448,3.371,1
-5.433,-2.140,1.680,0
-5.070,-4.276,2.801,0
1.866,-6.944,2.253,1
0.391,-1.742,1.913,0
8.348,-7.010,2.231,0
10.859,4.728,3.881,1
-12.784,-8.716,2.000,0
-0.215,5.604,1.953,0
-6.657,3.049,3.216,1
9.518,-11.441,2.957,1
4.204,15.468,2.242,0
-4.319,-1.034,2.156,0
-6.862,-14.175,1.623,0
6.454,-2.770,2.299,0
-7.349,11.374,2.376,0
-13.165,5.372,3.226,1
2.507,-1.474,3.221,1
-5.427,-10.624,3.845,1
-3.365,8.728,3.841,1
6.611,18.265,1.654,0
-0.853,-8.828,3.310,1
-2.859,-5.574,1.633,0
-22.263,5.549,3.860,1
-3.990,13.941,3.604,1
-10.036,3.955,3.457,1
-10.766,-5.673,3.851,1
-0.533,6.929,1.460,0
-11.719,4.493,2.542,0
8.445,4.431,3.776,1
1.878,-9.460,3.329,1
-2.397,-6.803,2.589,0
11.937,-13.875,3.305,1
4.238,-7.214,3.135,1
3.893,-0.164,3.233,1
-12.918,3.604,1.867,0
-3.550,-3.461,2.192,0
7.441,1.700,2.769,1
8.121,-8.328,1.193,0
-8.921,11.922,3.885,1
1.003,-4.018,3.104,1
-1.776,15.581,3.572,1
-17.941,0.680,2.001,0
20.301,-20.923,3.800,1
-8.257,-9.810,1.986,0
-8.718,-9.700,3.341,1
-21.041,6.418,1.684,0
-2.584,4.770,3.189,1
6.318,-6.845,3.306,1
14.836,-14.760,1.777,0
0.668,14.985,3.485,1
3.135,-6.328,3.641,1
1.486,6.011,3.389,1
7.454,-4.313,1.564,0
1.675,1.011,2.102,0
-11.119,-5.907,2.069,0
12.949,1.300,2.318,0
4.488,-19.274,1.961,0
7.301,-17.717,3.101,1
8.050,4.181,2.040,0
-22.501,8.681,2.271,0
3.296,5.224,1.852,0
13.390,-14.379,3.163,1
2.940,-6.747,2.107,0
-12.275,-3.815,3.345,1
-0.031,-4.311,3.636,1
4.722,-19.557,1.898,0
4.975,-2.621,3.649,1
-7.995,11.402,4.028,1
14.050,-14.497,3.751,1
-3.495,-11.588,1.781,0
-1.432,-0.630,3.346,1
2.304,-21.654,1.910,0
-0.245,-12.881,3.944,1
-2.760,3.100,1.944,0
10.409,11.545,2.074,0
-5.556,-4.407,1.669,0
-17.809,8.628,3.571,1
-3.594,-1.961,3.895,1
7.841,-6.871,3.673,1
-1.648,0.047,1.791,0
